,index,Unnamed: 0,Nom,Description_type,Prix_Originel,Prix_Reduc,Voyageurs,Chambres,Lits,Salles_de_Bain,Note,Nb_com,Logement_Entier,Arrivée_irréprochable,Hôte_expérimenté,Excellente_communication,Accueil_unique,Parfaitement_propre,Propre et rangé,Idéalement_situé,Annulation_gratuite_pendant_48_heures,Annulation_gratuite_longue,Arrivée_autonome,Superhost_list,Wi-Fi,WiFi_portable,lave_linge, Espace_travail_ordi,Equipement_base,Chauffage,Fer_à_Repasser,Télévision,Eau_chaude,Table_à_langer,Chaise_haute,Lit_pour_bébé,Livres_et_jouets_pour_enfants,Parking_payant,Parking_gratuit,Chargeur_EV,Salle_de_sport,Jacuzzi,Ascenseur,Piscine,Cuisine,Réfrigérateur,Vaisselle_et_couverts,Four_à_micro_ondes,Petit_déjeuner,four,Lave_vaisselle,Cafetière,Cuisinière,Ustensiles_de_cuisine_de_base,Acceuil_Personnel,Entrée_privée,Salon_privé,Boîte_à_clé_sécurisée,Clés_remises_par_hôte,Jardin,Sèche_cheveux,Cintres,Shampooing,Gel_douche,Oreillers_et_couvertures,Draps,Porte_de_la_chambre_avec_verrou,Dépôt_de_bagages_autorisé,Séjours_longue_durée_autorisé,Détecteur_de_fumée,Détecteur_de_monoxyde_de_carbone,Extincteur,Kit_de_premiers_secours,Fête,Fumeur,Animaux,Bébés,Nb_équipement,Description,Lien
1505,11,11,Place de la Bastille.,Vous aurez le logement (appartement) rien que pour vous.,68€,50€,2 voyageurs,1 chambre,0 lit,1 salle de bain,"4,61",(612),1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,Afficher les 22 équipements,"Studio situé en plein centre de Paris, dans un passage privé classé donnant sur la place de la Bastille. Profitez de sa situation géographique, vous êtes à deux pas de tous les sites à visiter. 5 lignes de métro sont à votre disposition sur la place

Numéro d'enregistrement
7511100788947",https://www.airbnb.fr/rooms/2488829/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204915_YXKie68giFkv4xJU&guests=1
1507,13,13,Charmant studio proche Tour Montparnasse - Ménage professionnel,Vous aurez le logement (appartement) rien que pour vous.,42€,42€,2 voyageurs,Studio,1 lit,1 salle de bain,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Afficher les 16 équipements,"Je vous souhaite la bienvenue dans mon de logement de 30 mètres carrés situé dans le 14ème arrondissement de Paris. Il est localisé au 3ème étage sans ascenseur.
Le logement peut accueillir jusqu'à 2 personnes. Il est idéalement placé au pied de la Tour Montparnasse où vous pourrez découvrir une vue exceptionnel sur Paris. L'appartement est également proche de différents sites touristiques tels que la Fondation Cartier ou encore Les Catacombes de Paris. Je vous souhaite un agréable séjour !

Le logement
Ce logement est nettoyé et préparé par des professionnels, voir ci dessous pour plus de détails
Le logement est tout équipé et conviendra parfaitement à un séjour touristique ou professionnel à Paris. Il sera très apprécié pour sa proximité avec les lieux préférés des locaux. N’hésitez pas à me demander des bonnes adresses ;)

Le logement possède 1 lits du type suivant : 1 lit double.

Il est en général très apprécié des voyageurs pour sa luminosité.

Le logement possède les équipements suivants :
Micro-onde, Fer à repasser, Machine à laver, Aspirateur,Chauffage
Dans ce logement, les questions sanitaires sont au centre des priorités. Voici le détails des mesures prises pour chaque voyageur afin de vous permettre de voyager en sécurité :

L’agent d’entretien en charge de préparer le logement pour votre arrivée sera entièrement protégé par le port d’un masque et de gants pendant l'entièreté de sa prestation

Des produits virucides de normes EN 14476 seront utilisés pour désinfecter complètement l’appartement avec une attention toute particulière sur les surfaces, les clés, les poignées de portes et les interrupteurs.

Le linge de maison sera fourni par un professionnel ayant recours au nettoyage industriel à des températures très élevées.

Accès des voyageurs
Les voyageurs seront les seuls à avoir accès à l'appartement durant leur location.

Numéro d'enregistrement
7511403565737",https://www.airbnb.fr/rooms/42806687/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204928_gsx2NRBqTvfpdCPc&guests=1
1510,16,16,2 pièces à Porte d’Orléans,Vous aurez le logement (appartement) rien que pour vous.,59€,46€,2 voyageurs,1 chambre,1 lit,1 salle de bain,"4,93",(30),1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,Afficher les 26 équipements,"Situé à seulement 100 mètres de Paris et à 20 minutes en métro (ligne 4) du cœur de Paris vous vous sentirez comme chez vous dans ce charmant petit deux pièces situé au deuxième étage d'un immeuble donnant sur cour.

Le logement
L'appartement dispose d'une cuisine ouverte sur le salon avec un bar, une chambre, une salle de bain et des WC séparés.
La cuisine dispose d'un four/micro-onde, lave vaisselle, plaques à induction et de tout le nécessaire pour se sentir comme à la maison : bouilloire, cafetière, grille-pain.
Dans la salle de bain avec fenêtre et douche à l'italienne vous aurez accès à un lave linge et un sèche-cheveux. Un fer et une planche à repasser sont également disponibles pour ceux qui le souhaitent.
Il y'a du chauffage dans toutes les pièces, et un ventilateur pour les périodes de grosses chaleurs.

Aller et venir en transports :

Métro ligne 4 : station ""Porte d’Orléans"" à 500 mètres
Métro ligne 4 : station ""Mairie de Montrouge"" à 700 mètres
Tramway T3a : station ""Porte d’Orleans"" à 500 mètres
RER B : station ""Cité Universitaire"" à 1,3km - (possibilité d'y aller en tramway) - (Pour aller ou venir de l'aéroport CDG)
Station Orlybus vers aéroport d'Orly : 1,5km (possibilité d'y aller en tramway)
Station Orlybus depuis aéroport d'Orly : 1,2km (possibilité d'y aller en tramway)

Pour ceux qui continuent le voyage ailleurs en France et qui souhaitent louer une voiture il y a plusieurs loueurs à moins de 2mn à pieds.

Accès des voyageurs
Tout le logement est à la disposition des invités.

Autres remarques
A 100 mètres de Paris et situé sur une grande avenue ce charmant 2 pièces ne donne que sur des cours intérieures comme vous pouvez le voir sur les photos. D'un coté sur la cour de l'immeuble (coté salon) et de l'autre sur la cour d'un hôtel (côté chambre). Toutes les fenêtres sont en double vitrage.",https://www.airbnb.fr/rooms/26146527/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204949_9pTN8hwDRe%2FyJLTD&guests=1
1512,18,18,Charmant Studio/Lovely apartment centre Paris,Vous aurez le logement (appartement) rien que pour vous.,35€,35€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,18",(39),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Afficher les 14 équipements,"Merci de communiquer sur Check-in 3 jours à l'avance! Check-in jusqu'à 19H!
Mignon studio au centre Paris, 3 lignes 4/8/9 facilement connectée au Louvres, Pompidou, Marais, Concorde...tout en 10-20 minutes!
Deux portes digicode.Belle vue sur Sacré-Coeur!
Please communicate 3 days before arrival! Check-in until 7PM!
Cute apartment in Paris center, 3 lines 4/8/9 easily connected to the Louvres, Pompidou, Marais, Concorde ... all in 10-20 minutes!
Two doors digicode. Beautiful view of Sacré-Coeur!

Le logement
Avec cuisine équipée, frigo,salle de bain,WC, lit (allongé pour 2 personnes),serviettes, couette..
CHECK IN between 12H(Noon)- 19H (7 PM)
With fitted kitchen, microwave, electric hob, fridge, private bathroom, bed (can be lengthened for 2 people), towels, blanket...

Accès des voyageurs
Veuillez communiquer Check-in 3 jours à l'avance! Check-in jusqu'à 19H et check-out avant 10am!
Ici c'est pas un hôtel avec le service de 24H check-in. Merci de votre compréhension!
Please communicate at least 3 days before arrival! Check-in until 7 PM and check-out before 10 am!
Here it is not a hotel with 24H check-in service. Thank you for your understanding!",https://www.airbnb.fr/rooms/34899634/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204964_1%2BfarkhroqySa72x&guests=1
1514,20,20,Joli studio en impasse piètonne,Vous aurez le logement (appartement) rien que pour vous.,42€,42€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,89", (35),1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,Afficher les 21 équipements,"Studio lumineux refait à neuf dans impasse piétonne à 2 mn du métro Porte de St Ouen. Idéal pour visiter Paris. Station Velib à proximité, rue commerçante à proximité. Disponible en bail mobilité.",https://www.airbnb.fr/rooms/25797927/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591205005_7Jla8itDOSqAChMI&guests=1
1516,22,22,Chambre Classique,Chambre dans boutique-hôtel. Hôte : Hesam,73€,73€,2 voyageurs,1 chambre,1 lit,1 salle de bain privée,"4,82", (17),0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,Afficher les 19 équipements,"Le logement
L’Hôtel Britannique vous enchantera par sa situation exceptionnelle au cœur historique de Paris, à deux pas de la Seine, dans la large et calme avenue Victoria, entouré de théâtres et de cabarets, de boutiques de mode et de bistrots très parisiens. La station de métro et de RER Châtelet - Les Halles, la plus grande gare souterraine du monde, est accessible à 5 mn à pied. Nombreuses lignes de bus à proximité. Station de taxis à 100 m.

L'hôtel Britannique existe depuis 1860, dans un bel immeuble construit sous Napoléon III. La décoration élégante et feutrée de l'hôtel évoque les styles anglais et français du XIXe siècle. Rénové récemment l'hôtel offre tout le confort moderne...

La réception vous accueille chaleureusement 24h/24h pour vous aider à réussir votre séjour parisien.

De nombreux parkings publics souterrains payants entourent l'hôtel à moins de 5 mn à pieds.

Emplacement exact de l'Hôtel Britannique indiqué par le point rouge.
Chambre chaleureuse d’environ 15 m², dotée d’un lit 150 sur 190 cm, parfaite pour un séjour d’affaires ou pour un passage à deux à Paris. La salle de bain est équipée d’une douche ou d’une baignoire selon la configuration. Chaque chambre est équipée d'un plateau de courtoisie avec une bouilloire (thé, infusion, café), d'un mini bar, d'un coffre-fort individuel, des liseuses, d'un téléphone, d'une TV écran plat avec chaînes internationales et sportives, du WiFi et de la climatisation. Certaines de nos chambres Classiques donnent sur une cour calme, d’autres sur l’avenue Victoria. Tous nos produits d’accueil sont sans parabène, sans silicone et sans colorants. Selon vos besoins, nous pouvons y installer gratuitement un lit bébé.",https://www.airbnb.fr/rooms/41227843/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591205019_Pg%2BEErk52bu4bel6&guests=1
1518,24,24,F COZY DÉSINFECTÉ rue Jaurès CenterParis FAST WIFI,Vous aurez le logement (appartement) rien que pour vous.,39€,39€,2 voyageurs,Studio,1 lit,1 salle de bain,,,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,Afficher les 18 équipements,"ENTIRE APT, PRIVATE BATHROOM, bath tub, PRIVATE KITCHEN in the heart of Paris has just been renovated. Brand new mattress, all kitchen equipment (vitroceramic stove, ventilation hood, microwave), bathroom with nice shower, and toilets. You also have access to your own brand new washing machine for your laundry.

Le logement
This apartment is so cosy, you’ll spend a restful night in my home. Located in the heart of Paris, this apartment (near Place de la République) provides excellent transport networks to all parts of Paris and is ideal for exploring the capital. It is situated in the trendy Canal Saint Martin area. On foot or on the cycle paths, Bastille, the Marais and Parc de la Villette are quickly accessible. Buttes Chaumont Park is 20 minutes’ walk away. Opposite the apartment, you will have the beautiful Villemin park where people sunbathe during summer time, even in bikinis sometimes! The apartment is located on the ground floor so there is no need to climb up the stairs like in most Paris apartments. You can just run straight outside and enjoy your day. We are just 2 minutes’ walk from Gare de l’Est (to go to Germany) and Gare du Nord (Eurostar to London).

Excellent cafés, bars, restaurants, caterers, supermarket, and bakeries in the immediate area.

The building is safe and is secured by two access codes.

Transport access: Metro lines 4, 5, 7. It is a central stop for night buses and you can go anywhere in Paris even after the metro has stopped around midnight. If you walk 10 minutes to Gare du Nord, you even have a direct line to Charles de Gaulle airport, the fast train is only 3 stops away!

The apartment is small, but is ingenious. The bed slides from under the kitchen and the apartment is fully equipped! There’s a microwave oven, induction stove top, a kettle (with tea and coffee), an extractor hood, a fridge and a washing machine. The bed is a real bed on wheels and the size is 190x140 cm (54 in × 75 in) like a Double or Full Bed size.

Just come with a small luggage and you will enjoy a stay in a real Parisian apartment with all comforts provided. The apartment is very quiet, but located in a vibrant district.

The apartment is very close to taxi ranks, many buses, metro lines, and there are 40 rentable cities bikes (Velib’) on my street because the location is very popular.",https://www.airbnb.fr/rooms/43530771/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591205032_2LhfS3OwPdFOWqhS&guests=1
1519,25,25,"Chambre à St Germain, wonderful location in Paris",Vous aurez le logement (appartement) rien que pour vous.,39€,39€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,55", (22),1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Afficher les 21 équipements,"Petite chambre / studette équipée 12 m2 en plein cœur du carré rive gauche. A deux pas d'Orsay et de l'hôtel particulier de Gainsbourg. Charme du quartier , les tuileries , Musée du Louvre, la Rue du Bac et le bon marché à 300 m. Parfait pour un court séjour à saint germain, les deux fenêtres donne sur le ciel. Attention c'est une ancienne chambre de service (2 chambres à l'étage) avec les toilettes extérieurs à usage privatif.

Le logement
Petite chambre typique parisienne , petit espace mais romantique et confortable, attention les toilettes sont à l’extérieur.
La situation est idéale en plein cœur du carré rive gauche proche du bon marché , Saint-Germain à 5 mn, Orsay et le Louvre à 5 mn, Montparnasse à 15 mn.

Small typical Parisian room (12m2), small space but romantic and comfortable, attention the toilets are outside.
The location is ideal in the heart of the « carré rive gauche »near the « bon marché », Saint-Germain 5 minutes, Orsay and the Louvre 5 minutes, Montparnasse 15 minutes.

Autres remarques
La chambre est petites mais confortable, le lit est 120 cm et la douche est dans la chambre.
Small room 12 square meter , shower inside and middle size bed 120 cm.",https://www.airbnb.fr/rooms/19393651/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591205038_3b4gFCpNSxYQZD%2B%2B&guests=1
1520,26,26,Studio Bastille 11,Vous aurez le logement (appartement) rien que pour vous.,50€,50€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,03", (152),1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,Afficher les 20 équipements,"Fully renovated small, but very well located studio. It has enough space for 2 persons. 3 minutes walking distance from Place de la Bastille. Location is very good for young people. Lot's of bars and different point of interests. It's also very safe. Mayor of Paris is investing a lot of money into this area now. Apartment is on the second floor. Building without elevator.",https://www.airbnb.fr/rooms/21240392/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591205044_%2F%2FmmyQBwkYVN7PUX&guests=1
1521,27,27,AMAZING 2 levels flat +VIEW&balcony,Vous aurez le logement (appartement) rien que pour vous.,165€,140€,3 voyageurs,1 chambre,1 lit,1 salle de bain,"4,97", (67),1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,Afficher les 37 équipements,"Green balcony with view on 'sacré coeur church', lovely situation & amazing deco (non universal design) SOPI=south of pigale (trendy), famous ´rue des martyrs’ (see book ´the only street in paris’), montmartre, opera, louvre, 3 rooms (250 ft2 /70m2) for couple (not friends or babies), lux kitchen (most famous french brand ´la cornué), escalator, air conditioning+fans, good bed &couch...) ...real artist decoration with flea market (and you can buy some items or pictures for memory if you want !;)

Le logement
if you look for quality and spend good vacation, it's the place to rest ;)
i don't rent very often my appartment because it's MY place where i love to LIVE, so i welcom only careful & kind people to share my life :)
it is not an HOTEL, so please find another place if you are not careful;) please tell me if you want to cook and or welcome few friends for diner (no problem but be quiet for neighbors)
just installed a brand new air conditioning for fresh air upstairs ;)

Accès des voyageurs
The escalator works well, it is last floor! and another floor by inside stairs (also another stair available by outside in the corridor for large luggage)

Autres remarques
i will tell you all the good place to go and send you a guide on restaurants tips especially arround my place;)

Numéro d'enregistrement
7510900458015",https://www.airbnb.fr/rooms/3655903/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591205051_BtWQ5nJOjh81q2cN&guests=1
