,index,Unnamed: 0,Nom,Description_type,Prix_Originel,Prix_Reduc,Voyageurs,Chambres,Lits,Salles_de_Bain,Note,Nb_com,Logement_Entier,Arrivée_irréprochable,Hôte_expérimenté,Excellente_communication,Accueil_unique,Parfaitement_propre,Propre et rangé,Idéalement_situé,Annulation_gratuite_pendant_48_heures,Annulation_gratuite_longue,Arrivée_autonome,Superhost_list,Wi-Fi,WiFi_portable,lave_linge, Espace_travail_ordi,Equipement_base,Chauffage,Fer_à_Repasser,Télévision,Eau_chaude,Table_à_langer,Chaise_haute,Lit_pour_bébé,Livres_et_jouets_pour_enfants,Parking_payant,Parking_gratuit,Chargeur_EV,Salle_de_sport,Jacuzzi,Ascenseur,Piscine,Cuisine,Réfrigérateur,Vaisselle_et_couverts,Four_à_micro_ondes,Petit_déjeuner,four,Lave_vaisselle,Cafetière,Cuisinière,Ustensiles_de_cuisine_de_base,Acceuil_Personnel,Entrée_privée,Salon_privé,Boîte_à_clé_sécurisée,Clés_remises_par_hôte,Jardin,Sèche_cheveux,Cintres,Shampooing,Gel_douche,Oreillers_et_couvertures,Draps,Porte_de_la_chambre_avec_verrou,Dépôt_de_bagages_autorisé,Séjours_longue_durée_autorisé,Détecteur_de_fumée,Détecteur_de_monoxyde_de_carbone,Extincteur,Kit_de_premiers_secours,Fête,Fumeur,Animaux,Bébés,Nb_équipement,Description,Lien
1487,292,292,"Grand deux pièces pour 2 à 4 personnes, Guy Môquet",Vous aurez le logement (appartement) rien que pour vous.,100€,100€,4 voyageurs,Studio,1 lit,1 salle de bain,"4,44",(35),1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,Afficher les 26 équipements,"Mon logement est proche de Place de Clichy et donc pas très loin de Montmartre. Il est parfait pour les couples et les familles avec enfants.

Numéro d'enregistrement
7511701222115",https://www.airbnb.fr/rooms/22809769/amenities?location=Paris&adults=2&children=1&check_in=2020-07-13&check_out=2020-07-19&source_impression_id=p3_1591213816_2zjRcCXuLsa%2BC779&guests=1
1488,293,293,Appartement lumineux à 20min de Bastille,Vous aurez le logement (appartement) rien que pour vous.,45€,45€,5 voyageurs,3 chambres,3 lits,1 salle de bain,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Afficher les 12 équipements,"Appartement de 60m2 calme et lumineux, composé de 3 chambres et 2 balcons. Des rangements, un lave-linge et d'autres équipements sont disponibles pour un séjour en toute autonomie à 20 minutes de Paris (Bastille).

Le logement
L'appartement récemment rénové, et habituellement loué en colocation à des étudiants, se compose d'une entrée avec rangements, un salon/cuisine, 3 chambres (Lit double, Lit double en mezzanine et lit simple) , une salle de bain, des WC séparés, des rangements avec penderie et 2 balcons. Le lieu est équipé de : lave-linge, table/fer à repasser, grille pain, machine à café, bouilloire, hotte/plaques de cuisson, four encastré.",https://www.airbnb.fr/rooms/43620322/amenities?location=Paris&adults=2&children=1&check_in=2020-07-13&check_out=2020-07-19&source_impression_id=p3_1591213823_N9ov8%2FitGA1qiU9S&guests=1
1489,294,294,Appartement Cosy,Vous aurez le logement (guest house) rien que pour vous.,32€,32€,3 voyageurs,1 chambre,2 lits,1 salle de bain,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Afficher les 13 équipements,"Créteil à deux pas des bords de Marne, commerces et transports. Bel appartement indépendant comprenant, entrée, cuisine aménagée et équipée, chambre, salle d’eau avec wc. Appartement bien aménagé et proches toutes commodités

Le logement
Duplex de 30m2 Avec chambre à l’étage",https://www.airbnb.fr/rooms/43539275/amenities?location=Paris&adults=2&children=1&check_in=2020-07-13&check_out=2020-07-19&source_impression_id=p3_1591213829_2Nll%2BS90h3HuAHxC&guests=1
1490,295,295,Loft Baron,Vous aurez le logement (appartement) rien que pour vous.,80€,80€,4 voyageurs,1 chambre,1 lit,1 salle de bain,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Afficher les 22 équipements,"Logement pour 4 personnes dans un quartier très sympa et peu touristique, mais très facilement accessible en transport en commun. Vivez l'expérience de vivre comme un vrai parisien. Vous pourrez confortablement vous installer à 4 personnes dans cet appartement qui ne manque pas de charme.

Le logement
Appartement de 45m2 situé au 1er étage d’un immeuble très calme de 4 appartements entièrement rénovés. L’appartement possède des baies vitrées sur toute sa longueur donnant sur un patio qui le rend très lumineux. Il est composé d’un vaste salon avec canapé, table et d’une télé. Vous pourrez également profiter de la connection Internet. La cuisine, donnant sur le salon, est équipée d’un four et d’un frigo ainsi que tout les ustensiles et necessaires de cuisine. La chambre qui se trouve en alcôve dans la continuité du salon, est composée d’un lit double. La salle de bain est accesible par la chambre, et est équipée d’une jolie douche ainsi que des toilettes.

Avec son intéressant aménagement loft, son ambiance chaleureuse ainsi que ses alentours, à la fois beaux et agréables, l’appartement est un bon choix pour votre séjour dans la capitale.

Service supplémentaire : pour les locataires de l'appartement Baron,
il est possible de garer sa voiture dans un parking se trouvant à 1 minutes à pieds.
Il est au tarifs de 15 euros/jour.
Réservez le parking le plus tôt possible et minimum 1 semaine avant votre arrivée. .
Cette place de parking n'est pas disponible en permanence.

Accès des voyageurs
Les locataires auront un accès exclusif à tout l'appartement.

Autres remarques
L'adresse exacte est 8 BIS rue baron 75017 Paris

Numéro d'enregistrement
7511701481936",https://www.airbnb.fr/rooms/248869/amenities?location=Paris&adults=2&children=1&check_in=2020-07-13&check_out=2020-07-19&source_impression_id=p3_1591213836_wq64oSZUiCI1hFqf&guests=1
1492,297,297,"Grand 2 pièces (52 m²) clair, calme",Vous aurez le logement (appartement) rien que pour vous.,80€,80€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,86",(51),1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,Afficher les 30 équipements,"Grand 2 pièces clair (3 fenêtres) et calme (sur cour) de 52 m², avec beaucoup de caractère.
Un grand salon avec une cuisine américaine aménagée et un canapé lit très confortable.
Une chambre avec un lit king size
Une salle de bain avec douche

Le logement
Grand 2 pièces clair et calme (sur cour) de 52 m².
Il s'agit de mon logement personnel que j'adore et que je loue pendant mes absences. Je vous remercie d'en prendre soin.
Je vous précise qu'il est situé au quatrième étage sans ascenseur.
Il s'agit d'un grand salon avec une cuisine américaine aménagée (îlot central) et un canapé lit très confortable, très clair avec 2 grandes fenêtres.
Beaucoup de caractère avec plancher et moulures.
Une chambre avec un lit double king size, 1 grande fenêtre, accès à un cagibi avec penderie et étagère à la disposition des hôtes.
Dans ce cagibi se trouvent aussi le matériel d'entretien d'une maison (aspirateur, fer à repasser et table à repasser, boite à couture, ampoules de rechange etc...)
Une très jolie salle de bain carrelée, avec 2 vasques, douche italienne et plancher

Accès des voyageurs
Les hôtes ont accès à l'ensemble de l'appartement et de son équipement.
Seul deux grands placards de la chambre seront fermés par des cadenas.
Sont à votre disposition :
- linge de lit ;
- gel douche, shampoing, après- shampoing, savon ;
- fond de maison (remplacer ce que vous terminez)

Numéro d'enregistrement
7511100213281",https://www.airbnb.fr/rooms/9117656/amenities?location=Paris&adults=2&children=1&check_in=2020-07-13&check_out=2020-07-19&source_impression_id=p3_1591213849_lTux4Z6kV6N1D3HO&guests=1
1493,298,298,"Canal St Martin, Marais, fantastic location!",Vous aurez le logement (appartement) rien que pour vous.,79€,79€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,27",(42),1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,Afficher les 28 équipements,"Appartement cosy , au coeur de la plus belle ville du monde dans un quartier, Canal St Martin , à la mode , restaurants , boutiques , bars branchés. Promenade au bord de l'eau, ce quartier est comme un village, on y fait tout à pied.L'ancien canapé lit a été remplacé par un enorme canapé Poltronesofa, vraiment cofortable pour dormir à deux.Pour les courses le supermarché ouvert jusqu'à 23.00 est juste en bas de l'immeuble.L'appartement est au premier étage, ideal pour y accéder avec des valises.

Le logement
Ce logement est idéal pour les touristes, le metro en bas de l'immeuble. Magnifique 2 pieces, il a été complètement rénové. Le canapé lit Poltronesofa est tout neuf, vraiment confortable pour y dormir à deux.Un endroit charmant où on se sent bien.Cet appartement se trouve au premier étage (demi étage) , très facile d'accès, pour porter les valises et pour les enfants!

Numéro d'enregistrement
7511001881800",https://www.airbnb.fr/rooms/24177336/amenities?location=Paris&adults=2&children=1&check_in=2020-07-13&check_out=2020-07-19&source_impression_id=p3_1591213855_xTNM7J57ptLk6iKZ&guests=1
1494,0,0,Sweet and cosy flat rue Montorgueil,Vous aurez le logement (appartement) rien que pour vous.,49€,49€,3 voyageurs,Studio,2 lits,1 salle de bain,"4,45",(81),1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Afficher les 15 équipements,"Come and enjoy a VERY PARISIAN experience ! One of the cutest pedestrian area in town : Rue Montorgueil !


My place is a lovely cocoon located in one of the cutest pedestrian area of the city: Rue Montorgueil! The very colorful decoration will put you in a positive thinking mood :)! My apartment is a smoke free place, located on the 2nd floor of a typical Parisian building. The space is kept clean and comfortable at all times.

Le logement
Come and enjoy a VERY PARISIAN experience ! One of the cutest pedestrian area in town : Rue Montorgueil !


My place is a lovely cocoon located in one of the cutest pedestrian area of the city: Rue Montorgueil! The very colorful decoration will put you in a positive thinking mood :)! My apartment is a smoke free place, located on the 2nd floor of a typical Parisian building. The space is kept clean and comfortable at all times.

You will definitely have a real Parisian experience as my brother lives there while he is in town :).

This lovely studio is composed by a separated kitchen, a great bathroom and a living room.

The living room is very warm and currently accommodates 1 big sofa that converts to a bed, 1 single bed, a flat screen HDTV, a small desk and FREE Wi-Fi access. The modern decoration makes the place cozy and very confortable!

The Kitchen has all the necessities: oven, microwave, dishes, and electric hobs.

The bathroom is rather uncommon with a very spacious shower (that looks like Italian shower). It includes a big and modern shower, one wash-hand basin, a footrest towel and a WC.





You have access to my entire apartment and all my stuff except personal belongings such as clothes :) !

The apartment is located in an AMAZING place of Paris, one of the busiest districts in town: the 2nd district.


Located in a pedestrian area: Rue Montorgueil, just above a Starbuck Café, you will have access to all convenience in less than 1 minute WALKING:
-Super market
-Bakery
-Butchery
-Italian, Chinese, Japanese caterer
-Restaurants
-Bars
-Pharmacy
-Shops (clothes)


The apartment is 15 fts away from the metro stop ""Sentier"" that gives you easy access to great districts of Paris !

You can easily walk to:
-Rue Montorgueil (1 minute)
-Chatelet (5 minutes)
-Quartier ""Le marais"" (5 minutes)
-Cathédrale ""Notre-Dame"" (10 minutes)
-Grands boulevards (grands magasins : Galeries Lafayette, Printemps) (8 minutes)
-Centre ""George Pompidou"" (10 minutes)
-Place de la république (15 minutes)
- Jardin des Tuileries (18 minutes)
-Bastille (20 minutes)
-Louvre (20 minutes)


The apartment is near the public transport lines 3, 8 and 4. These lines give you direct access to great districts of Paris :

-Opéra (Opéra Garnier de Paris)
-Concorde (The begining of Champs Elysées)
-Invalides (Famous museum of Army and the great bridge ""Alexandre 3""! In the very fancy/snobby 7th district)
-Grand Boulevards (Printemps, Galeries Lafayette and other historical stores)
-La Madeleine (Luxury district)
-Bastille (Heart of gay district)
-Hôtel de Ville (Town Hall of Paris, with cute river sides)
-Chatelet (Huge mall: les Halles)
-Trocadéro (Go there to enjoy a breath taking view of the Tour Eiffel!)

Numéro d'enregistrement
7510200523336.",https://www.airbnb.fr/rooms/20181243/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204836_OqQ8ySxNUldJHd9D&guests=1
1495,1,1,"Paris, Opéra 2D...pour un séjour magique",Vous aurez le logement (appartement) rien que pour vous.,59€,53€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,67",(178),1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Afficher les 10 équipements,"Au coeur de Paris, entre l'Opéra, la Bourse et le musée du Louvre et les grands magasins, très bel appartement, en parfait état, dans un immeuble typiquement parisien au 2ème étage avec ascenseur, très lumineux et calme.
Il est composé d' un espace chambre avec un coin salon très cosy,. Salle de douche, avec lavabo et Wc. Très belle cuisine entièrement équipée avec lave vaisselle, machine Nespresso, grille pain, plaque électrique, bouilloire. Nous fournissons les draps, les serviettes.

Le logement
Dans un immeuble typiquement parisien, charmant studio en parfait état, au 2ème étage avec ascenseur, très lumineux et confortable.
Il y a espace salon pour y prendre son petit déjeuner.
Un coin cuisine entièrement équipée, lave vaisselle, plaques vitro-céramique, bouilloire, douce grille, machine nespresso ... un grand lit pour deux personnes. Très belle salle de douche avec lavabo et WC.

In the best place in Paris, in a typical Parisian building, charming studio in perfect condition, on the 2nd floor with elevator, very bright and comfortable.
There is a cozy space for breakfast.
A fully equipped kitchen area, dishwasher, ceramic hob, kettle, soft grill, Nespresso machine ... a double bed for two people. Very nice shower room with washbasin and WC.

Accès des voyageurs
En plein cœur de Paris, proche de la place de l'Opéra et des Grands Magasins.
Facile d'accès par plusieurs lignes de métro : lignes 3-7-8 bus, RER A, ROISSY BUS OPERA.
Les clés vous seront remises le jour de votre arrivée, nous vous accueillerons en bas de l'immeuble afin de vous présenter le quartier et l'appartement. Nous répondrons à l'ensemble de vos questions.

In the center of Paris, close to the Place de l'Opéra and the “Grands Magasins”.
Easy access by several underground lines: lines 3-7-8, RER A, ROISSY BUS OPERA stop.
The keys will be handed to you on the day of your arrival, we will welcome you at the bottom of the building o present you the neighborhood and the apartment. We will answer all of your questions.

Autres remarques
Nous pouvons mettre à votre disposition un lit bébé avec couette, petit oreiller, drap... anti-acariens au prix de 30 euros. Uniquement pour les enfants de moins de 3 ans.
Les check in tardifs (après 20 heures) sont possibles, nous demandons un supplément de 30 euros à payer sur place pour dédommager la personne en charge de l'accueil. Pour les arrivées après 22:30 nous demandons 50 euros.
Si le planning des réservations le permet, je ferai le maximum pour être flexible sur les horaires de check in et check out.

We can provide you with a baby bed with duvet, small pillow, sheet ... anti-mites at the price of 30 euros. Only for children under 3 years old.
Late check-in (after 8H PM) is possible, we ask for an extra 30 euros to be paid on site to compensate the person in charge of the reception. For arrivals after 10:30 pm we ask 50 euros.
If the schedule of reservations allows, I will do my best to be flexible on the check in and check out.",https://www.airbnb.fr/rooms/16777349/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204843_usrjljR3PyoDMFhH&guests=1
1496,2,2,Appartement Cosy au Sacré Coeur - Ménage professionnel,Vous aurez le logement (appartement) rien que pour vous.,40€,40€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,90",(10),1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Afficher les 16 équipements,"Magnifique logement de 18 mètres carrés situé dans le 18ème arrondissement de Paris. Il est localisé au 4ème étage sans ascenseur.
Le logement peut accueillir jusqu'à 2 personnes. Il est idéalement placé à proximité de Pigalle et du Sacré Coeur.
Un ménage professionnel est réalisé avant chaque séjour.

Le logement
Ce logement est nettoyé et préparé par des professionnels, voir ci dessous pour plus de détails
Le logement est tout équipé et conviendra parfaitement à un séjour touristique ou professionnel à Paris. Il sera très apprécié pour sa proximité avec les lieux préférés des locaux. N’hésitez pas à me demander des bonnes adresses ;)
Le logement possède 1 lits du type suivant : 1 canapé-lit, 0.
Il est en général très apprécié des voyageurs pour sa luminosité

Le logement possède les équipements suivants :
Serpillière, Aspirateur, Local poubelles, Chauffage, Ballon d'eau chaude, Micro-onde, Fer à repasser, Machine à laver
Dans ce logement, les questions sanitaires sont au centre des priorités. Voici le détails des mesures prises pour chaque voyageur afin de vous permettre de voyager en sécurité :

L’agent d’entretien en charge de préparer le logement pour votre arrivée sera entièrement protégé par le port d’un masque et de gants pendant l'entièreté de sa prestation

Des produits virucides de normes EN 14476 seront utilisés pour désinfecter complètement l’appartement avec une attention toute particulière sur les surfaces, les clés, les poignées de portes et les interrupteurs.

Le linge de maison sera fourni par un professionnel ayant recours au nettoyage industriel à des températures très élevées.

Accès des voyageurs
Les voyageurs seront les seuls à avoir accès à l'appartement durant leur location.

Numéro d'enregistrement
7511801136568",https://www.airbnb.fr/rooms/36400523/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204850_wP%2FCjRdCg%2FAsNvNb&guests=1
1497,3,3,Mini-loft near Place des Vosges - Paris,Vous aurez le logement (appartement) rien que pour vous.,64€,37€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,40",(25),1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Afficher les 22 équipements,"A small loft, very well located in the heart of Paris.
Fully equipped, with kitchenette and bathroom. Bedroom is upstairs.

Le logement
Stay in a beautiful full equipped studio in the heart of the historical Marais district in Paris. This duplex was recently renovated and has a maximum occupancy 3. Located in ground floor (easy access), oriented to interior yard, and it is composed of:
Master Bedroom – Queen Bed, flat screen, Satellite TV.
Living Room with comfortable convertible sofa for 1 Guests.
Fully equipped kitchen.
Bathroom with WC and hot water.
The signal for cellphones might be weak inside the flat. But you have hi-speed internet and a home phone with international calls if you need it.
Surface : 16m²",https://www.airbnb.fr/rooms/37211969/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204858_l%2B%2BuGbwTpDjmS4o%2B&guests=1
1500,6,6,Logement entier grand luxe foch Maillot paris 16e,Vous aurez le logement (appartement) rien que pour vous.,41€,30€,2 voyageurs,Studio,1 lit,1 salle de bain,"3,53",(32),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,Afficher les 25 équipements,"Comme une suite d hôtel grand studio décoré par architecte au pied des transports 5 mn Porte Maillot a pied 5mn Tour Eiffel .au cœur du plus. Beau quartier de Paris
Salle de bain cuisine tout est neuf dans un style parisien immeuble hausmanien possibilité parking en face de l immeuble

Le logement
Tout le logement",https://www.airbnb.fr/rooms/41254164/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204881_EhuWoL%2BhU1t%2FzEdy&guests=1
1501,7,7,Voltaire 2 pièces cuisine. 40 M2,Vous aurez le logement (appartement) rien que pour vous.,65€,65€,2 voyageurs,1 chambre,1 lit,1 salle de bain,"4,70",(80),1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Afficher les 28 équipements,"Appartement entièrement rénové au rez-de-chaussée d'un bâtiment sur cour. Composé d'un salon, d'une chambre, d'une cuisine - Salle de bain - WC. La double porte d'entrée capitonnée (en photo) assure un logement très calme. Tous commerces à proximité, dont un supermarché voisin de l'immeuble . Métro (ligne direct pour Champs-Elysées et Tour Eiffel). Bus désservant toutes les gares ainsi que le cœur de Paris (la Cité) à 3 Kms. Logement situé sur une grande place entre Bastille, République, Nation

Accès des voyageurs
Les voyageurs auront accés à l'ensemble de l'appartement

Numéro d'enregistrement
7511102884543",https://www.airbnb.fr/rooms/18821187/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204888_Qb8Nz5%2FmsS7yc1iR&guests=1
1502,8,8,Charming Flat near Exhibition Center #2,Vous aurez le logement (appartement) rien que pour vous.,50€,50€,2 voyageurs,Studio,1 lit,1 salle de bain,,,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,Afficher les 29 équipements,"Situé à proximité du parc des expositions.
15 min de la Tour Eiffel et du Coeur de Paris.
Quartier pratique et sûr.
Smartphone avec internet 4G à votre disposition et GRATUIT.

Le logement
Bien situé et à proximité du parc des expositions.

Quartier pratique et sûr.

L'appartement a été totalement rénové. Tous les meubles et le lit sont neufs avec un matelas SIMMONS.

Les réservations commencent à partir du 5 mars 2020.

Nous gérons des appartements à Paris depuis 2014 et nous sommes également SuperHost.

Il y a un autre appartement au même étage, si besoin, veuillez consulter mon profil.


Charmant petit studio de 18 m².

2ème étage avec ascenseur.

Smartphone avec internet 4G à votre disposition et GRATUIT.

Matelas SIMMONS - Lit queen size: 160x200 cm

Wi-Fi gratuit (haute vitesse : fibre optique)

Métro: à moins de 2 min à pied (Ligne 12 Vaugirard ou Convention)


A proximité: 3 supermarchés, restaurants, boulangerie, pharmacie, laverie, fleuriste, starbucks et bien d'autres cafés ...


Centre d'exposition :
En métro: 1 arrêt (5 minutes, porte à porte)
À pied: 1 km


En métro (1 arrêt = ~ 1,3 minute):

Tour Montparnasse Bienvenue: 4 arrêts
Tour Eiffel: 7 arrêts
Saint Germain des Prés: 7 arrêts
Sèvres Babylone (Le Bon Marché - Centre commercial célèbre): 7 arrêts
Rue du Bac (Beaupassage = restaurants, pâtisseries ... du seul chef Michelin): 8 arrêts
Assemblée nationale: 10 arrêts
Concorde (Champs Elysées): 11 arrêts
Jardin des Tuileries: 12 arrêts
Madeleine: 12 arrêts
Palais Royal Musée du Louvre: 13 arrêts
Opéra Garnier: 13 arrêts
Galeries Lafayette et Printemps (centre commercial): 14 arrêts
Arc de triomphe (Charles de Gaulle Etoiles): 15 arrêts

_________________________________________

CHECK IN & CHECK OUT (24/7):

Les horaires d'enregistrement et de départ sont flexibles si nous n'avons aucun invité avant ou après vous.

Sinon, l'enregistrement s'effectue à tout moment à partir de 14h00 et le départ s'effectue à tout moment avant 11h00.

Possibilité de déposer vos bagages uniquement lors du nettoyage de l'appartement.

_________________________________________


Je fournis : draps de lit, 2 serviettes par réservation, shampoing, gel douche ...
Je ne fournis pas : brosse à dents et dentifrice.

Équipé avec :
- Chauffage
- WIFI gratuit (privé, fibre optique)
- Tissu
- Télé à écran plat
- Un fer et une table à repasser

La petite salle de bain est équipée de:
- Les serviettes de bain et tapis de bain
- Shampooing et gel douche
- Serviettes sèches
- Sèche-cheveux
- Coton-tige
- Toilettes en papier

La petite cuisine est équipée de:
- Réfrigérateur
- Four micro onde
- Machine Nespresso (sans capsule)
- Bouilloire
- Une plaque vitrocéramique
- Ustensiles (casseroles, poêles, assiettes, couverts, verres, couverts, verres à vin ...)",https://www.airbnb.fr/rooms/42691731/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204896_Pd5KAjUT5fzIgVQT&guests=1
1503,9,9,Studio moderne NEUF @ Grand Paris,Vous aurez le logement (appartement) rien que pour vous.,25€,25€,3 voyageurs,Studio,1 lit,1 salle de bain,"4,76",(27),1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Afficher les 21 équipements,"Bienvenue dans mon studio tout neuf ! Tout équipé, vous apprécierez la qualité de la literie et son style élégant. Idéal pour un couple qui visite Paris.
Quartier calme avec restaurants et commerces (boulangeries, Centre commercial Leclerc, banques)

Le logement
Ce studio de 37 m2 est très très calme dans un grand Parc arboré. Idéal pour un couple en visite sur Paris, pour les amateurs d'antiquités (Les Puces de St Ouen) ou pour se préparer à un examen ou un rendez-vous important. Cuisine équipée, baignoire dans la salle de bains, TV et internet inclus. A noter : si une troisième personne vous accompagne, un Air Bed est disponible. Ce studio est réservé aux NON FUMEURS.

My quiet and non-smoking apartment is furnished with a top quality 160cm bed, a washing-machine, a bath, an opened kitchen, TV & Internet (wifi)
Located in the north of Paris this elegant 37m2 (405 square feet) apartment is ideally located steps away from the « Garibaldi » metro station and « St Ouen » RER C station and the world's largest Flea Market (Antique market “Les Puces de Saint Ouen"").

By the Metro you have 8 minutes to join « Les Galeries Lafayette », 10 minutes to « Les Champs-Elysées » and 13 minutes to the romantic place of Montmartre and by the RER C (Express Train in Paris), you are only at 15 minutes from the Eiffel Tower ! You may also discover Paris by bike ! Rent bicycles easilly (Velib) with your Visa Card at the bike stations located close by.
Included in the price :
bed linen, towels, soap and shampoo, tea and coffee, electricity, water
This studio is NO SMOCKING

Accès des voyageurs
Vous avez l'appartement entier pour vous mais en cas de besoin, je ne suis pas loin.

Autres remarques
Je compte sur vous pour être respectueux de ce lieu tout neuf et moderne.
Mon appartement est NON FUMEUR. C'est la seule règle à respecter.
Vous découvrirez un parc arboré superbe en sortant pour fumer.

This flat is only for People who do not smoke. If you do not respect this, you'll lose your deposit.
Ce studio est réservé aux NON fumeurs. Veuillez respecter cette règle sur place pour récupérer votre caution.",https://www.airbnb.fr/rooms/7644839/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204902_sqOpBPrQ67XKggxW&guests=1
1504,10,10,Cosy Studio in the heart of Golden Triangle !,Vous aurez le logement (appartement en résidence) rien que pour vous.,83€,50€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,80",(74),1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,Afficher les 15 équipements,"Located in the heart of the Golden Triangle, at 2 steps from the Palace Athenee, Avenue Montaigne and Champs Elysees. Enjoy your staying in Paris in the most luxurious area of the world for the best price !

Le logement
The studio has been designed as a suite of the best Parisians hotels and will offer you all the amenities needed.",https://www.airbnb.fr/rooms/34200953/amenities?location=Paris&adults=2&check_in=2020-07-20&check_out=2020-07-26&source_impression_id=p3_1591204909_3MvsPs8VRKRZcgB%2B&guests=1
